"","ID","Camera","Date","Sites","Location","Student Recorder","Organism","Debris","Code","Subcode","Count","Length","Width","Area","Biomass","Photo","ImageJ Measurement By","Notes","Model"
"145",143,"Red","6/9/2023","Karas A & B","Karas","Lydia","polychaete","fishing net","POLY","POLY",1,1.492,0.188,0.205,"1.6305896776537","P6090088","Lydia",NA,"LM"
"146",144,"Red","6/9/2023","Karas A & B","Karas","Lydia","spagetti worm","fishing net","POLY","TERB",1,5.497,0.538,1.543,"-39.6311605314979","P6090076","Lydia",NA,"LPOLY"
"147",145,"Red","6/9/2023","Karas A & B","Karas","Lydia","peanut worm","fishing net","SIPN","SIPN",1,2.192,0.226,0.307,"-1.06262923149108","P6090089","Lydia",NA,"LPOLY"
"148",146,"Red","6/9/2023","Karas A & B","Karas","Lydia","spagetti worm","fishing net","POLY","TERB",1,1.076,0.115,0.061,"-0.889808326917581","P6090065","Lydia",NA,"LPOLY"
"149",147,"Red","6/9/2023","Karas A & B","Karas","Lydia","chiton","none","CHIT","CHIT",1,NA,NA,NA,"NA",NA,"Lydia","no photo",NA
"150",148,"Red","6/9/2023","Karas A & B","Karas","Lydia","fireworm","none","POLY","FIRE",1,1.756,0.217,0.261,"0.513746511572761","P6090044","Lydia",NA,"WPOLY"
"151",149,"Red","6/9/2023","Karas A & B","Karas","Lydia","worm","none","POLY","POLY",1,0.835,0.183,0.037,"0.973589677653701","P6090050","Lydia",NA,"LM"
"152",150,"Red","6/9/2023","Karas A & B","Karas","Lydia","fireworm","none","POLY","FIRE",1,2.839,0.233,0.432,"0.521133829565535","P6090055","Lydia",NA,"WPOLY"
"153",151,"Red","6/9/2023","Karas A & B","Karas","Lydia","fireworm","none","POLY","FIRE",1,1.274,0.224,0.167,"0.516998936557698","P6090039","Lydia",NA,"WPOLY"
"154",152,"Red","6/9/2023","Karas A & B","Karas","Lydia","fireworm","none","POLY","FIRE",1,0.536,0.194,0.061,"0.502835740264505","P6090054","Lydia",NA,"WPOLY"
"155",153,"Red","6/9/2023","Karas A & B","Karas","Lydia","fireworm","none","POLY","FIRE",1,1.04,0.219,0.167,"0.514679025594346","P6090043","Lydia",NA,"WPOLY"
"156",154,"Red","6/9/2023","Karas A & B","Karas","Lydia","clam","none","BIVL","CLAM",1,2.046,1.736,2.9,"7.09709069139785","P6090094","Lydia",NA,"WPOLY"
"157",155,"Red","6/9/2023","Karas A & B","Karas","Lydia","mussel","none","BIVL","MUSS",1,0.852,0.4,0.275,"1.14400408934354","P6090084","Lydia",NA,"LM"
"158",156,"Red","6/9/2023","Karas A & B","Karas","Lydia","brittle star","jumpsuit","OPHR","OPHR",1,NA,NA,NA,NA,NA,"Lydia","no photo","WPOLY"
"159",156.1,"Red","6/9/2023","Karas A & B","Karas","Lydia","amphipod","none","AMPH","AMPH",1,0.951,0.228,0.142,"0.0315",NA,"Lydia",NA,"MEDIAN"
"160",157,"Red","6/9/2023","Karas A & B","Karas","Lydia","amphipod","none","AMPH","AMPH",1,0.846,0.177,0.126,"0.0315",NA,"Anna Metzger",NA,"MEDIAN"
"161",158,"Red","6/9/2023","Karas A & B","Karas","Lydia","amphipod","none","AMPH","AMPH",1,0.73,0.166,0.087,"0.0315",NA,"Anna Metzger",NA,"MEDIAN"
"162",159,"Red","6/9/2023","Karas A & B","Karas","Lydia","amphipod","none","AMPH","AMPH",1,0.995,0.188,0.145,"0.0315",NA,"Anna Metzger",NA,"MEDIAN"
"163",160,"Red","6/9/2023","Karas A & B","Karas","Lydia","amphipod","none","AMPH","AMPH",1,1.257,0.242,0.094,"0.0315",NA,"Anna Metzger",NA,"MEDIAN"
"164",161,"Red","6/9/2023","Karas A & B","Karas","Lydia","amphipod","hat","AMPH","AMPH",1,0.804,0.169,0.153,"0.0315",NA,"Anna Metzger",NA,"MEDIAN"
"165",162,"Red","6/9/2023","Karas A & B","Karas","Lydia","polychaete","hat","POLY","POLY",1,1.896,0.283,0.302,"2.0345896776537",NA,"Lydia",NA,"LM"
"166",163,"Red","6/9/2023","Karas A & B","Karas","Lydia","polychaete","hat","POLY","POLY",1,1.107,0.168,0.102,"1.2455896776537",NA,"Lydia",NA,"LM"
"167",164,"Red","6/9/2023","Karas A & B","Karas","Lydia","clinging crab","fish collection net","MTHR","CLNG",1,0.297,0.407,0.09,"0.990033929828768",NA,"Lydia",NA,"LPOLY"
"168",165,"Red","6/9/2023","Karas A & B","Karas","Lydia","sponge crab","none","DROM","DROM",1,0.411,0.337,0.071,"NA",NA,"Lydia",NA,NA
"169",166,"Red","6/9/2023","Karas A & B","Karas","Lydia","polychaete","none","POLY","POLY",1,0.848,0.18,0.076,"0.986589677653702",NA,"Lydia",NA,"LM"
"170",167,"Red","6/9/2023","Karas A & B","Karas","Lydia","polychaete","none","POLY","POLY",1,4.122,0.453,1.1,"4.2605896776537",NA,"Lydia",NA,"LM"
"171",168,"Red","6/9/2023","Karas A & B","Karas","Lydia","polychaete","none","POLY","POLY",1,2.547,0.403,0.562,"2.6855896776537",NA,"Lydia",NA,"LM"
"172",169,"Red","6/9/2023","Karas A & B","Karas","Lydia","crab","none","XNTH","XNTH",1,0.774,1.243,0.9,"0.416",NA,"Lydia",NA,"MEDIAN"
"173",170,"Red","6/9/2023","Karas A & B","Karas","Lydia","brittle star","none","OPHR","OPHR",1,0.679,0.717,0.246,"0.0349245015572976",NA,"Lydia","measurement without arms","WPOLY"
"174",171,"Red","6/9/2023","Karas A & B","Karas","Lydia","spagetti worm","none","POLY","TERB",1,1.553,0.541,0.569,"-2.49977241939414",NA,"Lydia",NA,"LPOLY"
"175",172,"Red","6/9/2023","Karas A & B","Karas","Lydia","brittle star","none","OPHR","OPHR",1,0.239,0.211,0.052,"0.217186449308104",NA,"Lydia",NA,"WPOLY"
"176",173,"Red","6/9/2023","Karas A & B","Karas","Lydia","orange striped shrimp","none","CARD","SNAP",1,3.204,0.715,1.28,"3.25893087179133",NA,"Lydia",NA,"LM"
"177",174,"Red","6/9/2023","Karas A & B","Karas","Lydia","scallop","none","BIVL","SCAL",1,1.758,1.631,2.016,"3.17533130180284",NA,"Lydia",NA,"LPOLY"
"178",175,"Red","6/9/2023","Karas A & B","Karas","Lydia","crab","none","XNTH","XNTH",1,0.482,0.921,0.272,"0.416",NA,"Lydia",NA,"MEDIAN"
"179",176,"Red","6/9/2023","Karas A & B","Karas","Lydia","crab","none","XNTH","XNTH",1,0.387,0.513,0.158,"0.416",NA,"Lydia",NA,"MEDIAN"
"180",177,"Red","6/9/2023","Karas A & B","Karas","Lydia","shrimp","none","CARD","PALA",1,1.404,0.378,0.379,"0.98092043007246",NA,"Lydia",NA,"WPOLY"
"181",178,"Red","6/9/2023","Karas A & B","Karas","Lydia","amphipod","none","AMPH","AMPH",1,0.854,0.221,0.135,"0.0315",NA,"Lydia",NA,"MEDIAN"
"182",179,"Red","6/9/2023","Karas A & B","Karas","Lydia","decorator crab","none","MTHR","DECO",1,0.277,0.249,0.05,"0.320446056681729",NA,"Lydia",NA,"LPOLY"
"183",180,"Red","6/9/2023","Karas A & B","Karas","Lydia","brittle star","none","OPHR","OPHR",1,0.266,0.261,0.053,"0.212120437457222",NA,"Lydia",NA,"WPOLY"
"184",181,"Red","6/9/2023","Karas A & B","Karas","Lydia","fireworm","none","POLY","FIRE",1,3.085,0.325,0.806,"0.560381966186709","P6090030","Lydia",NA,"WPOLY"
"185",182,"Red","6/9/2023","Karas A & B","Karas","Lydia","brittle star","none","OPHR","OPHR",1,0.223,0.223,0.043,"0.216229487704643",NA,"Lydia",NA,"WPOLY"
"186",183,"Red","6/9/2023","Karas A & B","Karas","Lydia","crab","none","XNTH","XNTH",1,0.378,0.564,0.198,"0.416",NA,"Lydia",NA,"MEDIAN"
"187",184,"Red","6/9/2023","Karas A & B","Karas","Lydia","crab","none","XNTH","XNTH",1,0.267,0.382,0.072,"0.416",NA,"Lydia",NA,"MEDIAN"
"188",185,"Red","6/9/2023","Karas A & B","Karas","Lydia","brittle star","none","OPHR","OPHR",1,0.33,0.289,0.076,"0.208043565930816",NA,"Lydia",NA,"WPOLY"
"189",186,"Red","6/9/2023","Karas A & B","Karas","Lydia","bristle worm","none","POLY","POLY",1,1.651,0.272,0.553,"1.7895896776537",NA,"Lydia",NA,"LM"
"190",187,"Red","6/9/2023","Karas A & B","Karas","Lydia","bristle worm","none","POLY","POLY",1,1.83,0.243,0.546,"1.9685896776537",NA,"Lydia",NA,"LM"
"191",187.1,"Red","6/9/2023","Karas A & B","Karas","Lydia","grub sea cucumber",NA,"HOLO","HOLO",1,0.491,0.414,0.165,"0.052","P6090036","Lydia",NA,"MEDIAN"
"192",187.2,"Red","6/9/2023","Karas A & B","Karas","Lydia","grub sea cucumber",NA,"HOLO","HOLO",1,0.79,0.462,0.23,"0.052","P6090079","Lydia",NA,"MEDIAN"
"193",188,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","spagetti worm","tire","POLY","TERB",1,4.715,0.465,2.533,"-28.8910040100414",NA,"Anna Metzger",NA,"LPOLY"
"194",189,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","polychaete","tire","POLY","POLY",1,4.193,0.25,0.966,"4.3315896776537",NA,"Anna Metzger",NA,"LM"
"195",190,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","snail","tire","GAST","OSNL",1,1.954,1.063,1.357,"2.27754040485267",NA,"Anna Metzger",NA,"LM"
"196",191,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","flame clam","tire","POLY","FIRE",1,1.77,1.44,2.191,"0.598700660087942",NA,"Anna Metzger",NA,"WPOLY"
"197",192,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","flame clam","none","POLY","FIRE",1,1.718,1.504,2.073,"0.576378879291416",NA,"Anna Metzger",NA,"WPOLY"
"198",193,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","polychaete","wood slat","POLY","POLY",1,4.805,0.135,0.97,"4.9435896776537",NA,"Anna Metzger",NA,"LM"
"199",194,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","brittle star","wood slat","OPHR","OPHR",1,0.179,0.212,0.03,"0.217112947450026",NA,"Anna Metzger",NA,"WPOLY"
"200",195,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","fire worm","wood slat","POLY","FIRE",1,1.174,0.284,0.252,"0.543570469449913",NA,"Anna Metzger",NA,"WPOLY"
"201",196,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","brittle star","wood slat","OPHR","OPHR",1,NA,NA,NA,NA,NA,"Anna Metzger","no picture","WPOLY"
"202",197,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","polychaete","snorkel","POLY","POLY",1,2.413,0.038,0.154,"2.5515896776537",NA,"Anna Metzger",NA,"LM"
"203",198,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","fire worm","metal","POLY","FIRE",1,0.425,0.071,0.063,"0.438650949428216",NA,"Anna Metzger",NA,"WPOLY"
"204",199,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","polychaete","metal","POLY","POLY",1,8.363,0.187,1.264,"8.5015896776537",NA,"Anna Metzger",NA,"LM"
"205",200,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","polychaete","metal","POLY","POLY",1,13.407,0.342,3.96,"13.5455896776537",NA,"Anna Metzger",NA,"LM"
"206",201,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","porites","trap mesh","HCOR","PSP",1,NA,NA,NA,"NA",NA,"Anna Metzger","no photo",NA
"207",202,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","agracia","trap mesh","HCOR","AGRS",1,NA,NA,NA,"NA",NA,"Anna Metzger","no photo",NA
"208",203,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","porites","trap mesh","HCOR","PSP",1,NA,NA,NA,"NA",NA,"Anna Metzger","no photo",NA
"209",204,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","brittle star","rope","OPHR","OPHR",1,0.406,0.419,0.139,"0.177454223569767",NA,"Anna Metzger",NA,"WPOLY"
"210",205,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","clinging crab","rope","MTHR","CLNG",1,0.388,0.409,0.123,"1.07792686774244",NA,"Anna Metzger",NA,"LPOLY"
"211",206,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","brittle star","rope","OPHR","OPHR",1,0.21,0.18,0.034,"0.218901826665464",NA,"Anna Metzger",NA,"WPOLY"
"212",207,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","montastrea","rope","HCOR","MSPP",1,NA,NA,NA,"NA",NA,"Anna Metzger",NA,NA
"213",208,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","scallop","rope","BIVL","SCAL",1,1.941,1.933,2.978,"3.59510582274698",NA,"Anna Metzger",NA,"LPOLY"
"214",209,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","scallop","rope","BIVL","SCAL",1,1.278,1.269,1.282,"2.18905704182288",NA,"Anna Metzger",NA,"LPOLY"
"215",210,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","grass shrimp","rope","CARD","PALA",1,NA,NA,NA,NA,NA,"Anna Metzger","no picture","WPOLY"
"216",211,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","clinging crab","rope","MTHR","CLNG",1,0.272,0.336,0.07,"0.959391954795594",NA,"Anna Metzger",NA,"LPOLY"
"217",212,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","snail","rope","GAST","OSNL",1,0.476,0.261,0.068,"0.79954040485267",NA,"Anna Metzger",NA,"LM"
"218",213,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","polychaete","rope","POLY","POLY",1,7.543,0.14,1.235,"7.6815896776537",NA,"Anna Metzger",NA,"LM"
"219",214,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","peanut worm","rope","SIPN","SIPN",1,1.4,0.344,0.428,"-0.0830276845122168",NA,"Anna Metzger",NA,"LPOLY"
"220",215,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","peanut worm","rope","SIPN","SIPN",1,1.929,0.28,0.378,"-0.678751536479378",NA,"Anna Metzger",NA,"LPOLY"
"221",216,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","brittle star","rope","OPHR","OPHR",1,0.428,0.427,0.125,"0.174945037392208",NA,"Anna Metzger",NA,"WPOLY"
"222",217,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","brittle star","rope","OPHR","OPHR",1,0.387,0.333,0.096,"0.199838510175385",NA,"Anna Metzger",NA,"WPOLY"
"223",218,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","snapping shrimp","rope","CARD","SNAP",1,0.961,0.215,0.208,"1.01593087179133",NA,"Anna Metzger",NA,"LM"
"224",219,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","decorator crab","wood","MTHR","DECO",1,0.632,1.215,NA,"0.285556318840485",NA,"Anna Metzger","hard to see","LPOLY"
"225",220,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","snail","none","GAST","OSNL",1,2.021,1.346,1.69,"2.34454040485267",NA,"Anna Metzger",NA,"LM"
"226",221,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","unk decorator","none","DROM","DROM",1,1.257,2.124,1.988,"NA",NA,"Anna Metzger","sponge crab?",NA
"227",222,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","brittle star","none","OPHR","OPHR",1,0.446,0.376,0.095,"0.189696084886058",NA,"Anna Metzger",NA,"WPOLY"
"228",223,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","scallop","none","BIVL","SCAL",1,1.643,1.607,2.074,"2.92389808947721",NA,"Anna Metzger",NA,"LPOLY"
"229",224,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","peanut worm","none","SIPN","SIPN",1,1.423,0.341,0.379,"-0.104028433468734",NA,"Anna Metzger",NA,"LPOLY"
"230",225,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","clinging crab","none","MTHR","CLNG",1,0.374,0.536,0.137,"1.06681943504345",NA,"Anna Metzger",NA,"LPOLY"
"231",226,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","brittle star","none","OPHR","OPHR",1,0.379,0.428,0.135,"0.174626279621841",NA,"Anna Metzger",NA,"WPOLY"
"232",227,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","brittle star","none","OPHR","OPHR",1,0.572,0.557,0.281,"0.123985828982612",NA,"Anna Metzger",NA,"WPOLY"
"233",228,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","brittle star","none","OPHR","OPHR",1,0.317,0.295,0.074,"0.207054135311815",NA,"Anna Metzger",NA,"WPOLY"
"234",229,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","unk crab","none","PLMN","PLMN",1,0.485,0.634,0.245,"2.2370312045125",NA,"Anna Metzger","pea crab?","LM"
"235",230,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","clinging crab","none","MTHR","CLNG",1,0.34,0.366,0.087,"1.03618880697966",NA,"Anna Metzger",NA,"LPOLY"
"236",231,"Red","6/13/2023","West Turtle A","West Turtle","Lydia","clinging crab","none","MTHR","CLNG",1,0.303,0.332,0.68,"0.996971391831755",NA,"Anna Metzger",NA,"LPOLY"
"237",232,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","mithrax","none","MTHR","CLNG",1,0.796,0.789,0.547,"1.01598086647553",NA,"Anna Metzger",NA,"LPOLY"
"238",233,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","brittle star","none","OPHR","OPHR",1,0.301,0.205,0.072,"0.217603616131761",NA,"Anna Metzger",NA,"WPOLY"
"239",234,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","brittle star","none","OPHR","OPHR",1,0.282,0.297,0.084,"0.206715241553174",NA,"Anna Metzger",NA,"WPOLY"
"240",235,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","brittle star","none","OPHR","OPHR",1,0.283,0.184,0.045,"0.218741801629683",NA,"Anna Metzger",NA,"WPOLY"
"241",236,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","none","MTHR","CLNG",1,0.546,0.534,0.307,"1.14241202991494",NA,"Anna Metzger",NA,"LPOLY"
"242",237,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","none","MTHR","CLNG",1,0.397,0.455,0.162,"1.08460371134755",NA,"Anna Metzger",NA,"LPOLY"
"243",238,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","none","MTHR","CLNG",1,0.648,0.694,0.362,"1.12464088311931",NA,"Anna Metzger",NA,"LPOLY"
"244",239,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","none","MTHR","CLNG",1,0.264,0.407,0.082,"0.948995202519852",NA,"Anna Metzger",NA,"LPOLY"
"245",240,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","mithrax","none","MTHR","CLNG",1,0.686,0.759,0.455,"1.10610426052121",NA,"Anna Metzger",NA,"LPOLY"
"246",241,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","crab (red)","none","MTHR","CLNG",1,0.3,0.402,0.089,"0.993522819475664",NA,"Anna Metzger",NA,"LPOLY"
"247",242,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","snail","none","GAST","OSNL",1,2.307,1.173,1.604,"2.63054040485267",NA,"Anna Metzger",NA,"LM"
"248",243,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","snail","trap","GAST","OSNL",1,0.518,0.182,0.076,"0.84154040485267",NA,"Anna Metzger",NA,"LM"
"249",244,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","wood worm","trap","BIVL","TERE",1,6.153,0.248,1.659,"0.017",NA,"Anna Metzger",NA,"MEDIAN"
"250",245,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","trap","POLY","POLY",1,3.18,0.263,0.932,"3.3185896776537",NA,"Anna Metzger","worm in two","LM"
"251",246,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","peanut worm","trap","SIPN","SIPN",1,0.638,0.442,0.25,"0.360871220156875",NA,"Anna Metzger",NA,"LPOLY"
"252",247,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","trap","POLY","POLY",1,NA,NA,NA,NA,NA,"Anna Metzger","no photo","LM"
"253",248,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","crab (red)","trap","MTHR","CLNG",1,0.376,0.54,0.162,"1.06845996753104",NA,"Anna Metzger",NA,"LPOLY"
"254",249,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","decorator crab","trap","MTHR","DECO",1,0.809,0.99,0.733,"0.186078237937317",NA,"Anna Metzger",NA,"LPOLY"
"255",250,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","amphipod","trap","AMPH","AMPH",1,0.703,0.077,0.056,"0.0315",NA,"Anna Metzger",NA,"MEDIAN"
"256",251,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","snail","trap","GAST","OSNL",1,0.453,0.311,0.091,"0.77654040485267",NA,"Anna Metzger",NA,"LM"
"257",252,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","shrimp","none","CARD","PALA",1,0.988,0.188,0.136,"0.706389720252866",NA,"Anna Metzger",NA,"WPOLY"
"258",253,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","trap","MTHR","CLNG",1,0.205,0.315,0.044,"0.863465029455792",NA,"Anna Metzger",NA,"LPOLY"
"259",254,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","trap","POLY","POLY",1,2.915,0.146,0.402,"3.0535896776537",NA,"Anna Metzger",NA,"LM"
"260",255,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","mithrax","trap","MTHR","CLNG",1,0.627,0.608,0.306,"1.13210963261704",NA,"Anna Metzger",NA,"LPOLY"
"261",256,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","snail","trap","GAST","OSNL",1,0.749,0.336,0.155,"1.07254040485267",NA,"Anna Metzger",NA,"LM"
"262",256.1,NA,"6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","snail",NA,"GAST","OSNL",1,NA,NA,NA,NA,NA,"Anna Metzger",NA,"LM"
"263",257,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","trap","POLY","POLY",1,4.87,0.14,0.728,"5.0085896776537",NA,"Anna Metzger",NA,"LM"
"264",258,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","trap","POLY","POLY",1,7.398,0.154,1.295,"7.5365896776537",NA,"Anna Metzger",NA,"LM"
"265",259,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","trap","POLY","POLY",1,3.192,0.223,0.546,"3.3305896776537",NA,"Anna Metzger",NA,"LM"
"266",260,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","trap","POLY","POLY",1,NA,NA,NA,NA,NA,"Anna Metzger","no picture","LM"
"267",261,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","spagetti worm","trap","POLY","TERB",1,1.639,0.088,NA,"-2.85618162510754",NA,"Anna Metzger","area hard to get","LPOLY"
"268",262,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","crab","trap","MTHR","CLNG",1,0.311,0.242,0.068,"1.00597047802629",NA,"Anna Metzger",NA,"LPOLY"
"269",263,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","crab","trap","XNTH","XNTH",1,0.268,0.448,0.099,"0.416",NA,"Anna Metzger",NA,"MEDIAN"
"270",263.1,NA,"6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","crab (red)","none","MTHR","CLNG",1,0.364,0.47,0.115,"1.05834799066678",NA,"Anna Metzger",NA,"LPOLY"
"271",264,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","snapping shrimp","trap","CARD","SNAP",1,0.977,0.123,0.082,"1.03193087179133",NA,"Anna Metzger",NA,"LM"
"272",265,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","snapping shrimp","trap","CARD","SNAP",1,0.454,0.077,0.029,"0.508930871791328",NA,"Anna Metzger",NA,"LM"
"273",266,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","snail","trap","GAST","OSNL",1,0.576,0.181,0.072,"0.89954040485267",NA,"Anna Metzger",NA,"LM"
"274",267,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","peanut worm","trap","SIPN","SIPN",1,2.111,0.216,0.431,"-0.938193483731542",NA,"Anna Metzger",NA,"LPOLY"
"275",268,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","trap","POLY","POLY",1,3.597,0.186,0.57,"3.7355896776537",NA,"Anna Metzger",NA,"LM"
"276",269,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","trap","POLY","POLY",1,3.295,0.208,0.657,"3.4335896776537",NA,"Anna Metzger","folded in half","LM"
"277",270,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","unk worm","trap","POLY","POLY",1,2.418,0.141,0.482,"2.5565896776537",NA,"Anna Metzger",NA,"LM"
"278",271,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","hairy crab","trap debris","PLMN","PLMN",1,0.385,0.607,0.173,"2.1370312045125",NA,"Anna Metzger",NA,"LM"
"279",272,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","trap debris","MTHR","CLNG",1,NA,NA,NA,NA,NA,"Anna Metzger","no picture","LPOLY"
"280",273,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","crab","wood slat","XNTH","XNTH",1,0.186,0.191,0.027,"0.416",NA,"Anna Metzger",NA,"MEDIAN"
"281",274,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","decorator crab","none","MTHR","DECO",1,0.63,0.603,0.264,"0.286368297897246",NA,"Anna Metzger",NA,"LPOLY"
"282",275,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","wood slat","MTHR","CLNG",1,0.262,0.248,0.053,"0.946351217461134",NA,"Anna Metzger",NA,"LPOLY"
"283",276,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","brittle star","tile","OPHR","OPHR",1,0.621,0.541,0.196,"0.131293256519104",NA,"Anna Metzger",NA,"WPOLY"
"284",277,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","decorator crab","wood slat","MTHR","DECO",1,0.456,0.541,0.198,"0.330315667185832",NA,"Anna Metzger",NA,"LPOLY"
"285",278,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","clinging crab","wood slat","MTHR","CLNG",1,0.336,0.594,0.255,"1.03224474655569",NA,"Anna Metzger","strange angle","LPOLY"
"286",279,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","snail","none","GAST","OSNL",1,3.653,1.737,4.007,"3.97654040485267",NA,"Anna Metzger",NA,"LM"
"287",280,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","polychaete","wood slat","POLY","POLY",1,2.251,0.175,0.329,"2.3895896776537",NA,"Anna Metzger",NA,"LM"
"288",281,"Red","6/14/2023","11 Mound A & B","11 Mound","Lydia, Ashley","decorator crab","concrete block","MTHR","DECO",1,0.76,0.544,0.257,"0.219084643013596",NA,"Anna Metzger",NA,"LPOLY"
